kode,nama
91.11.07,towe
91.11.07.2001,towe hitam
91.11.07.2002,towe atas
91.11.07.2003,terfones
91.11.07.2004,tefalma
91.11.07.2005,bias
91.11.07.2006,milki
91.11.07.2007,lules
91.11.07.2009,jember
91.11.07.2010,niliti
91.11.07.2011,pris
91.11.08,arso barat
91.11.08.2001,dukwia
91.11.08.2002,sanggaria
91.11.08.2003,yatu raharja
91.11.08.2004,warbo
91.11.08.2005,yammua
91.11.08.2006,ifia-fia
91.11.08.2007,baburia
91.11.08.2008,yowong
91.11.09,mannem
91.11.09.2001,yamara
91.11.09.2002,wembi
91.11.09.2003,wonorejo
91.11.09.2004,pyawi
91.11.09.2005,sawyatami
91.11.09.2006,wambes
91.11.09.2007,uskwar
91.11.10,yaffi
91.11.10.2001,yabanda
91.11.10.2002,yuruf
91.11.10.2003,amgotro
91.11.10.2004,jifanggry
91.11.10.2005,monggoafi
91.11.10.2006,fafenumbu
91.11.10.2007,akarinda
91.11.11,kaisenar
91.11.11.2001,kaisenar
91.11.11.2002,kiambra
91.11.11.2003,liket
91.11.11.2004,onam
91.11.11.2005,tefanma satu
91.12,kab pegunungan bintang
91.12.01,oksibil
91.12.01.2001,kabiding
91.12.01.2017,aldom
91.12.01.2018,kutdol
91.12.01.2019,polsam
91.12.01.2020,akmakot
91.12.01.2021,mabilabol
91.12.01.2022,bunamdol
91.12.01.2023,molbib silibib
91.12.02,kiwirok
91.12.02.2001,oknanggul
91.12.02.2004,kukihil
91.12.02.2007,kiwi
91.12.02.2010,berusaha
91.12.02.2015,pelebib
91.12.02.2018,sopamikma
91.12.02.2020,asua
91.12.02.2022,lolim
91.12.02.2023,pomding
91.12.02.2024,diip
91.12.02.2025,delpem
91.12.02.2026,mangoldoki
91.12.03,okbibab
91.12.03.2001,okbifisil
91.12.03.2004,abmisibil
91.12.03.2008,manunggal
91.12.03.2011,iriding
91.12.03.2016,atolbol
91.12.03.2017,oktanglap
91.12.03.2018,oksemar
91.12.03.2019,okaplo
91.12.04,iwur
91.12.04.2001,iwur
91.12.04.2002,kurumklin
91.12.04.2003,walapkubun
91.12.04.2008,dinmot arim
91.12.04.2013,ewenkatop
91.12.04.2015,ulkubi
91.12.04.2016,dipol
91.12.04.2017,nenginum
91.12.04.2018,narnger
91.12.04.2019,kamyoim
91.12.05,batom
91.12.05.2001,batom
91.12.05.2006,oksip
91.12.05.2009,mongham
91.12.05.2011,sabi
91.12.05.2012,neep
91.12.05.2013,muara
91.12.05.2014,batom dua
91.12.05.2015,akyako
91.12.05.2016,peteng
91.12.05.2017,belomo
91.12.05.2018,abukerom
91.12.06,borme
91.12.06.2001,borme
91.12.06.2002,omban
91.12.06.2005,sikibur
91.12.06.2006,onya
91.12.06.2007,arina
91.12.06.2015,bordamban
91.12.06.2016,aringgon
91.12.06.2017,bukam
91.12.06.2018,kwime
91.12.06.2019,kolgir
91.12.06.2020,cangdamban
91.12.06.2021,laydamban
91.12.06.2022,seban
91.12.07,kiwirok timur
91.12.07.2002,okyop
91.12.07.2003,oketur
91.12.07.2004,ehipten
91.12.07.2005,wantem
91.12.07.2006,dikdon
91.12.07.2008,okyako
91.12.07.2011,okyaop
91.12.07.2012,tatam
91.12.07.2013,okhik
91.12.08,aboy
91.12.08.2001,aboy
91.12.08.2002,luban
91.12.08.2004,jubly
91.12.08.2005,armise
91.12.08.2006,woro
91.12.08.2007,pipal
91.12.08.2008,lulis wii
91.12.09,pepera
91.12.09.2002,pepera
91.12.09.2006,okbon
91.12.09.2007,yun muku
91.12.09.2008,denom
91.12.09.2009,bon yakwol
91.12.09.2010,ok telabe
91.12.09.2011,wok bakon
91.12.10,bime
91.12.10.2001,bime
91.12.10.2004,bob
91.12.10.2005,kameme
91.12.10.2006,calab
91.12.10.2007,limiri
91.12.10.2008,teli
91.12.10.2009,lim lim
91.12.10.2010,bunggon
91.12.10.2011,perem
91.12.10.2012,turwe
91.12.11,alemsom
91.12.11.2001,eraduman
91.12.11.2002,alemsom
91.12.11.2003,tapasik
91.12.11.2004,payol masumkon
91.12.11.2005,tapob
91.12.11.2006,bakwalin yub
91.12.11.2007,imiryi
91.12.11.2008,sumtamon
91.12.11.2009,bondik
91.12.11.2010,muruman
91.12.11.2011,binalkom
91.12.11.2012,tibal
91.12.12,okbape
91.12.12.2001,bape
91.12.12.2002,masim
91.12.12.2003,akmer
91.12.12.2004,kasawi
91.12.12.2005,tapasik dua bapenka
91.12.12.2006,ibot
91.12.13,kalomdol
91.12.13.2001,dabolding
91.12.13.2002,kalomdol
91.12.13.2003,tulo
91.12.13.2004,arinkop
91.12.13.2005,imik
91.12.14,oksop
91.12.14.2001,oksop
91.12.14.2002,mimin
91.12.14.2003,atenor
91.12.14.2004,oktumi
91.12.14.2005,alutbakon
91.12.15,serambakon
91.12.15.2001,yapimakot
91.12.15.2002,seramkatop
91.12.15.2003,parim
91.12.15.2004,siminbuk
91.12.15.2005,modusit
91.12.15.2006,wanbakon
91.12.15.2007,yakmor
91.12.15.2008,okatem
91.12.16,ok aom
91.12.16.2001,kungulding
91.12.16.2002,bulangkop
91.12.16.2003,limarum
91.12.16.2004,yumakot
91.12.16.2005,aplim
91.12.16.2006,okdo
91.12.17,kawor
91.12.17.2001,arintap
91.12.17.2002,tarngop
91.12.17.2003,kawor
91.12.17.2004,sakup
91.12.17.2005,umding
91.12.17.2006,nanum
91.12.17.2007,ater
91.12.18,awinbon
91.12.18.2001,awinbon
91.12.18.2002,nanum anaip
91.12.18.2003,mikir
91.12.18.2004,kawe
91.12.18.2005,yelobib
91.12.19,tarup
91.12.19.2001,tarup
91.12.19.2002,marang tiking
91.12.19.2003,imsin
91.12.19.2004,bitipding
91.12.19.2005,onkor
91.12.19.2006,beten dua
91.12.19.2007,omor
91.12.20,okhika
91.12.20.2001,okelwel
91.12.20.2002,kotyobakon
91.12.20.2003,okteneng
91.12.20.2004,tengnong
91.12.21,oksamol
91.12.21.2001,okma
91.12.21.2002,oktae
91.12.21.2003,tinibil
91.12.21.2004,okdilam
91.12.21.2005,autpahik
91.12.21.2006,tomka
91.12.21.2007,okpa
91.12.21.2008,okhaka
91.12.21.2009,honkuding
91.12.21.2010,bomding
91.12.21.2011,okdunam
91.12.21.2012,paune
91.12.22,oklip
91.12.22.2001,oklip
91.12.22.2002,okhim
91.12.22.2003,oktem
91.12.22.2004,okbumul
91.12.22.2005,okamin
91.12.22.2006,oktumi
91.12.22.2007,komok
91.12.23,okbemtau
91.12.23.2001,oktau
91.12.23.2002,oktaru
91.12.23.2003,okbem
91.12.23.2004,okngam
91.12.23.2005,bemhimiku
91.12.23.2006,bilip bayo
91.12.23.2007,atang doki
91.12.23.2008,okalut kumal
91.12.23.2009,kaep
91.12.24,oksebang
91.12.24.2001,kubiphkop
91.12.24.2002,okano
91.12.24.2003,sebul
91.12.24.2004,mangabip
91.12.25,okbab
91.12.25.2001,sabin
91.12.25.2002,borban
91.12.25.2003,kirimu
91.12.25.2004,dumpasik
91.12.25.2005,maksum
91.12.25.2006,pedam
91.12.25.2007,tupoplyom
91.12.25.2008,yapil
91.12.25.2009,atembabol
91.12.25.2010,omlyom
91.12.25.2011,peneli
91.12.25.2012,markum
91.12.26,batani
91.12.26.2001,karye
91.12.26.2002,batani
91.12.26.2003,segame
91.12.26.2004,palur satu
91.12.26.2005,palur dua
91.12.26.2006,sople
91.12.26.2007,bakata
91.12.27,weime
91.12.27.2001,merpasikne
91.12.27.2002,taramlu
91.12.27.2003,weime
91.12.27.2004,meryang
91.12.27.2005,limrepasikne
91.12.27.2006,youlban
91.12.27.2007,mekdamgon
91.12.27.2008,daluban
91.12.27.2009,nomteren
91.12.28,murkim
91.12.28.2001,bias
91.12.28.2002,bumi
91.12.28.2003,tero
91.12.28.2004,delemo
91.12.29,mofinop
91.12.29.2001,mot
91.12.29.2002,milki
91.12.29.2003,yubu
91.12.29.2004,muara asbi
91.12.29.2005,tual
91.12.30,jetfa
91.12.30.2001,jetfa
91.12.30.2002,lulis
91.12.30.2003,tupalma satu
91.12.30.2004,tupalma dua
91.12.30.2005,kalimbu
91.12.30.2006,bris
91.12.31,teiraplu
91.12.31.2001,teiraplu
91.12.31.2002,sinami
91.12.31.2003,maigame
91.12.31.2004,murme
91.12.31.2005,yuaban satu
91.12.31.2006,yuaban dua
91.12.31.2007,terapdei
91.12.31.2008,yitarget
91.12.31.2009,teriame
91.12.31.2010,bautme
91.12.32,eipumek
91.12.32.2001,eipumek
91.12.32.2002,lalakon
91.12.32.2003,londinin
91.12.32.2004,talemu
91.12.32.2005,wakidam
91.12.32.2006,bunyirye
91.12.32.2007,basiringe
91.12.32.2008,barama
91.12.32.2009,tanime
91.12.32.2010,serabum
91.12.32.2011,supleyu
91.12.32.2012,kweredala
91.12.32.2013,mungkona
91.12.32.2014,malingdam
91.12.33,pamek
91.12.33.2001,marikla
91.12.33.2002,yabosorom
91.12.33.2003,pamek
91.12.33.2004,barice
91.12.33.2005,imde
91.12.33.2006,lumdakna
91.12.33.2007,baramirye
91.12.33.2008,mandalak
91.12.33.2009,yokul
91.12.33.2010,kalek
91.12.33.2011,pinggon
91.12.34,nongme
91.12.34.2001,nongme
91.12.34.2002,rubol
91.12.34.2003,yokom
91.12.34.2004,yarigon
91.12.34.2005,omtamur
91.12.34.2006,cangpally
91.12.34.2007,kwarban
91.13,kab. yahukimo
91.13.01,kurima
91.13.01.1001,obolma
91.13.01.2003,ibiroma
91.13.01.2013,hihundes
91.13.01.2015,wanem
91.13.01.2016,anjelma
91.13.01.2038,pusuaga
91.13.01.2039,wulik punua
91.13.01.2040,kilise
91.13.01.2041,air garam
91.13.01.2042,esalien
91.13.01.2043,lukulema
91.13.01.2044,tukuarek
91.13.01.2045,kima
91.13.01.2046,yagarelo
91.13.01.2047,soroh
91.13.01.2048,eroma
91.13.01.2049,lotia
91.13.01.2050,wuluagaima
91.13.01.2051,huken
91.13.01.2052,huguma
91.13.01.2053,parela
91.13.01.2054,wakunyama
91.13.01.2055,hesmat
91.13.02,anggruk
91.13.02.2001,yaholikma
91.13.02.2022,lelambo
91.13.02.2036,tulpa
91.13.02.2037,ilwap
91.13.02.2038,kiltam
91.13.02.2039,pilong
91.13.02.2040,vuno
91.13.02.2041,suahi
91.13.02.2042,tohong
91.13.02.2043,paliptek
91.13.02.2044,letin
91.13.02.2045,hohe
91.13.03,ninia
91.13.03.2001,ninia
91.13.03.2010,liligan
91.13.03.2022,niniahan
91.13.03.2023,waerek
91.13.03.2024,wahaik
91.13.03.2025,sohwal
91.13.03.2026,babet
91.13.03.2027,kahul
91.13.03.2028,hwealoma
91.13.03.2029,liligan ii
91.13.06,silimo
91.13.06.2001,momnowok
91.13.06.2002,silimo
91.13.06.2003,eksa
91.13.06.2004,siloma
91.13.06.2005,asia
91.13.06.2006,suet
91.13.06.2007,walkruk
91.13.06.2008,sodule
91.13.06.2009,sagaduk
91.13.06.2010,sianele
91.13.06.2011,eremnahom
91.13.06.2012,silon
91.13.06.2013,nekilei
91.13.06.2014,suok
91.13.06.2015,fabe
91.13.06.2016,weakma
91.13.06.2017,pinda
91.13.06.2018,hwesalemo
91.13.06.2019,sebin
91.13.06.2020,wubialo
91.13.07,samenage
91.13.07.2001,samenage
91.13.07.2002,haleroma
91.13.07.2003,muke
91.13.07.2004,pona
91.13.07.2005,ison
91.13.07.2006,asotapo
91.13.07.2007,hirin
91.13.07.2008,notnarek
91.13.07.2009,hugilokon
91.13.08,nalca
91.13.08.2001,nalca
91.13.08.2002,cenderawasih
91.13.08.2003,manggona
91.13.08.2004,bolda
91.13.08.2005,emm
91.13.08.2006,imsekla
91.13.08.2007,hein
91.13.08.2008,luwemna
91.13.09,dekai
91.13.09.2001,dekai
91.13.09.2002,kuaserama
91.13.09.2003,maruku
91.13.09.2004,massi
91.13.09.2005,keikey
91.13.09.2006,kuari
91.13.09.2007,muara
91.13.09.2008,kiribun
91.13.09.2009,kokamu
91.13.09.2010,tomon i
91.13.09.2011,sokamu
91.13.09.2012,tomon ii
91.13.10,obio
91.13.10.2001,munu
91.13.10.2002,obio
91.13.10.2003,pugun
91.13.10.2004,ujin
91.13.10.2005,yahufa
91.13.10.2006,jibak
91.13.10.2007,patin
91.13.10.2008,hom hom
91.13.10.2009,wendame
91.13.10.2010,kwakenoro
91.13.10.2011,busupa
91.13.10.2012,yagabo
91.13.10.2013,penigik
91.13.11,suru suru
91.13.11.2003,gofa
91.13.11.2006,jinusugu
91.13.11.2009,worapi
91.13.11.2010,senipan
91.13.11.2011,yosua
91.13.11.2012,rentis
91.13.11.2013,solok
91.13.12,wusama
91.13.12.2001,apdagma
91.13.12.2002,sabin
91.13.12.2003,mugi
91.13.12.2004,harap
91.13.12.2005,suok
91.13.12.2006,mul
91.13.12.2007,kolodoma
91.13.12.2008,sangatur
91.13.12.2009,sowaling
91.13.12.2010,yerekama
91.13.12.2011,walkuma
91.13.13,amuma
91.13.13.2001,amuma
91.13.13.2002,sarmuge
91.13.13.2003,tolikapura
91.13.13.2004,wisikma
91.13.13.2005,silorin
91.13.13.2006,waeklek
91.13.13.2007,balum erang
91.13.13.2008,golowen
91.13.13.2009,orugai
91.13.13.2010,plau
91.13.13.2011,sagasal
91.13.13.2012,kinika
91.13.13.2013,harapan
91.13.14,musaik
91.13.14.2001,usaregeik
91.13.14.2002,lidipmu
91.13.14.2003,sumegen
91.13.14.2004,hendikma
91.13.14.2005,bue
91.13.14.2006,haletuk
91.13.14.2007,dekbok
91.13.14.2008,yeriko
91.13.14.2009,weleheikma
91.13.14.2010,esaikma
91.13.15,pasema
91.13.15.2001,pasema
91.13.15.2002,leinoko
91.13.15.2003,lowet
91.13.15.2004,wea
91.13.15.2005,sengangge
91.13.15.2006,wulin
91.13.15.2007,pupi
91.13.16,hogio
91.13.16.2001,paima
91.13.16.2002,dugumhad
91.13.16.2003,leleak
91.13.16.2004,subsal
91.13.16.2005,sengsenagaik
91.13.16.2006,sipnidipmu
91.13.16.2007,hogio i
91.13.16.2008,hogio ii
91.13.17,mugi
91.13.17.2001,kosihun
91.13.17.2002,seima
91.13.17.2003,userem
91.13.17.2004,yuarima
91.13.17.2005,ugem
91.13.17.2006,wusagasem
91.13.17.2007,hunenima
91.13.17.2008,itlay wopi
91.13.17.2009,togoluk
91.13.17.2010,herawe
91.13.17.2011,hendang
91.13.17.2012,ilokomo
91.13.17.2013,hulesi
91.13.17.2014,wanesi
91.13.17.2015,panyoke
91.13.17.2016,nyikinen
91.13.17.2017,wesangma
91.13.17.2018,olomisang
91.13.17.2019,wemasili
91.13.17.2020,lugulmu
91.13.18,soba
91.13.18.2001,soba
91.13.18.2002,hepinis
91.13.18.2003,ugulintipmu
91.13.18.2004,nilen
91.13.18.2005,surukmu
91.13.18.2006,tanda
91.13.19,werima
91.13.19.2001,lokon
91.13.19.2002,luarima
91.13.19.2003,werima
91.13.19.2004,hanoasuok
91.13.19.2005,wesagalep
91.13.19.2006,wesama
91.13.19.2007,weasi
91.13.19.2008,weriaput
91.13.19.2009,suesi
91.13.19.2010,nesuwen
91.13.19.2011,esema husage
91.13.19.2012,libuk
91.13.19.2013,hagawen
91.13.19.2014,hepia
91.13.20,tangma
91.13.20.2001,tangma
91.13.20.2002,wamarek
91.13.20.2003,hipela
91.13.20.2004,huewi
91.13.20.2005,punno
91.13.20.2006,simeka
91.13.20.2007,yeleas
91.13.20.2008,aleleng
91.13.20.2009,yalimo
91.13.20.2010,helo
91.13.21,ukha
91.13.21.2001,ukha
91.13.21.2002,kuleken
91.13.21.2003,amisangi
91.13.21.2004,wenapuk
91.13.21.2005,eki
91.13.21.2006,yelepunu
91.13.21.2007,siolorema
91.13.21.2008,musanarek
91.13.21.2009,walialema
91.13.21.2010,lua
91.13.22,panggema
91.13.22.2001,pontenikma
91.13.22.2002,kuni
91.13.22.2003,panggema
91.13.22.2004,homtonggo
91.13.22.2005,tukam
91.13.22.2006,kemumanggen
91.13.22.2007,yangkali
91.13.22.2008,weresili
91.13.22.2009,susek
91.13.22.2010,kolu
91.13.22.2011,tonggoi
91.13.22.2012,bineluk
91.13.22.2013,masahan
91.13.23,kosarek
91.13.23.2001,kosarek
91.13.23.2002,nahomas
91.13.23.2003,silkom
91.13.23.2004,wahe
91.13.23.2005,hombuka
91.13.23.2006,mine
91.13.23.2007,uldam
91.13.23.2008,tiple
91.13.23.2009,wesaltek
91.13.23.2010,konosa
91.13.23.2011,illion
91.13.24,nipsan
91.13.24.2001,nipsan
91.13.24.2002,tapla
91.13.24.2003,walmak
91.13.24.2004,serengan
91.13.24.2005,ikmu
91.13.24.2006,biu
91.13.24.2007,ilukdamon
91.13.24.2008,yalmun
91.13.25,ubahak
91.13.25.2001,ubahak
91.13.25.2002,saruk
91.13.25.2003,pini
91.13.25.2004,sosomikma
91.13.25.2005,suhuntek
91.13.25.2006,keleng
91.13.25.2007,silong
91.13.25.2008,nurap
91.13.25.2009,wamuhuk
91.13.25.2010,welile
91.13.25.2011,mabien
91.13.25.2012,kibianggen
91.13.25.2013,koluang
91.13.25.2014,tolombing
91.13.25.2015,furuluk
91.13.25.2016,oblin
91.13.25.2017,bisifak
91.13.26,pronggoli
91.13.26.2001,siwikma
91.13.26.2002,pontempilik
91.13.26.2003,piliam
91.13.26.2004,hiklahin
91.13.26.2005,helapilik
91.13.26.2006,lirutek
91.13.26.2007,huhulpunu
91.13.26.2008,pronggoli
91.13.27,walma
91.13.27.2001,walma
91.13.27.2002,solinggul
91.13.27.2003,hontulun
91.13.27.2004,honggolek
91.13.27.2005,werene
91.13.27.2006,weri
91.13.27.2007,wewasi
91.13.27.2008,yetehup
91.13.28,yahuliambut
91.13.28.2001,subundalek
91.13.28.2002,tanggeam
91.13.28.2003,amfulma
91.13.28.2004,suksale
91.13.28.2005,linggisen
91.13.29,hereapini
91.13.29.2001,hereapini
91.13.29.2002,pelentum
91.13.29.2003,homboki
91.13.29.2004,menetsing
91.13.29.2005,pue
91.13.29.2006,kabukal
91.13.29.2007,kinkun
91.13.29.2008,hoet
91.13.29.2009,muhumu
91.13.29.2010,ohena
91.13.29.2011,nelisa
91.13.30,ubalihi
91.13.30.2001,wanam
91.13.30.2002,hereky
91.13.30.2003,membaham
91.13.30.2004,wisomi
91.13.30.2005,talambela
91.13.30.2006,sehelu
91.13.30.2007,ubalihion
91.13.30.2008,walahan
91.13.30.2009,salakma
91.13.30.2010,samiyul
91.13.30.2011,letfet
91.13.31,talambo
91.13.31.2001,lelambo
91.13.31.2002,tibul
91.13.31.2003,kikila
91.13.31.2004,palukae
91.13.31.2005,wubri
91.13.31.2006,bari
91.13.31.2007,lulum
91.13.31.2008,paleromon
91.13.31.2009,lelambo 2
91.13.32,puldama
91.13.32.2001,puldama
91.13.32.2002,kasen
91.13.32.2003,bako
91.13.32.2004,balsek
91.13.32.2005,manbolak
91.13.32.2006,famek
91.13.32.2007,semlu
91.13.32.2008,baru
91.13.33,endomen
91.13.33.2001,endomen
91.13.33.2002,okloma
91.13.33.2003,delon
91.13.33.2004,suron
91.13.33.2005,sentul
91.13.33.2006,gidomen
91.13.33.2007,galsin
91.13.33.2008,kouwet
91.13.34,kona
91.13.34.2001,kona
91.13.34.2002,kalpok
91.13.34.2003,seklak
91.13.34.2004,wetmuk
91.13.34.2005,kugun
91.13.35,dirwemna
91.13.35.2001,dirwemna
91.13.35.2002,aksal
91.13.35.2003,dolsen
91.13.35.2004,salengkomo
91.13.35.2005,silion
91.13.36,holuon
91.13.36.2001,holuwon
91.13.36.2002,danggema
91.13.36.2003,weni
91.13.36.2004,sosi
91.13.36.2005,sia
91.13.36.2006,bineleruk
91.13.36.2007,sohonggik
91.13.37,lolat
91.13.37.2001,wanim
91.13.37.2002,lolat
91.13.37.2003,bunde
91.13.37.2004,serahak
91.13.37.2005,webile
91.13.37.2006,dinggila
91.13.37.2007,esalek
91.13.37.2008,denema
91.13.38,soloikma
91.13.38.2001,weawen
91.13.38.2002,kwelena
91.13.38.2003,singokla
91.13.38.2004,banga
91.13.38.2005,soline
91.13.38.2006,musan
91.13.38.2007,salbi
91.13.38.2008,erim
91.13.39,sela
91.13.39.2001,sela
91.13.39.2002,megom
91.13.39.2003,mondon
91.13.39.2004,horomon
91.13.39.2005,makero
91.13.39.2006,orisin
91.13.39.2007,monamna
91.13.39.2008,ejub
91.13.39.2009,dolbol
91.13.39.2010,hemuka
91.13.39.2011,phoy
91.13.39.2012,sulda
91.13.39.2013,mekdua
91.13.39.2014,bera
91.13.39.2015,holdomen
91.13.39.2016,asok
91.13.40,korupun
91.13.40.2001,koropun
91.13.40.2002,dagi
91.13.40.2003,wemin
91.13.40.2004,morome
91.13.40.2005,moo
91.13.40.2006,batkuk
91.13.40.2007,maldua
91.13.40.2008,amdua
91.13.40.2009,somsek
91.13.40.2010,basal
91.13.40.2011,yamdua
91.13.40.2012,dildau
91.13.41,langda
91.13.41.2001,langda
91.13.41.2002,alirji
91.13.41.2003,laryi
91.13.41.2004,wasumurji
91.13.41.2005,kirabuk
91.13.41.2006,kap-kap
91.13.41.2007,yalar
91.13.41.2008,bebekle
91.13.41.2009,lukun
91.13.42,bomela
91.13.42.2001,bomela
91.13.42.2002,yalmabi
91.13.42.2003,kitikni
91.13.42.2004,sombat
91.13.42.2005,kubialat
91.13.42.2006,palamdua
91.13.43,suntamon
91.13.43.2001,suntamon
91.13.43.2002,tapasik
91.13.43.2003,bulbul
91.13.43.2004,dirik
91.13.43.2005,yup
91.13.43.2006,bongkok
91.13.43.2007,masumkon
91.13.43.2008,binalkon
91.13.44,seredela
91.13.44.2001,seredala
91.13.44.2002,moruf
91.13.44.2003,koper
91.13.44.2004,teret
91.13.44.2005,tokuni
91.13.44.2006,burupmakot
91.13.44.2007,yasip
91.13.44.2008,mosomduba
91.13.44.2009,samboga
91.13.45,sobaham
91.13.45.2001,yalisomon
91.13.45.2002,yabi
91.13.45.2003,sobaham
91.13.45.2004,balinggama
91.13.45.2005,dohong
91.13.45.2006,hamik
91.13.45.2007,kulahaik
91.13.45.2008,simbuk
91.13.45.2009,puahuun
91.13.45.2010,silak pahabol
91.13.45.2011,sele
91.13.45.2012,benembia
91.13.45.2013,hubik
91.13.46,kabianggama
91.13.46.2001,kabianggama
91.13.46.2002,sohobma
91.13.46.2003,sohal
91.13.46.2004,bahabolma
91.13.46.2005,subayo
91.13.46.2006,buahun
91.13.46.2007,domul
91.13.47,kwelemdua
91.13.47.2001,debula
91.13.47.2002,kwelemdua
91.13.47.2003,kubuk dua
91.13.47.2004,senayom
91.13.47.2005,sesepne
91.13.47.2006,baluk
91.13.47.2007,kemligin
91.13.47.2008,obis
91.13.47.2009,yalidamon
91.13.47.2010,kabulan
91.13.48,kwikma
91.13.48.2001,silakma
91.13.48.2002,soamarin
91.13.48.2003,kenkeni
91.13.48.2004,monin
91.13.48.2005,enggelasue
91.13.48.2006,oakbisik
91.13.48.2007,momenggama
91.13.48.2008,husmo
91.13.48.2009,karelma
91.13.48.2010,usabini
91.13.49,hilipuk
91.13.49.2001,hilipuk
91.13.49.2002,homidipmu
91.13.49.2003,kini
91.13.49.2004,yaruhuk
91.13.49.2005,jamin
91.13.49.2006,dindok
91.13.49.2007,sohondipmu
91.13.50,duram
91.13.50.2001,duram
91.13.50.2002,yaminikma
91.13.50.2003,goak
91.13.50.2004,digitme
91.13.50.2005,dengat
91.13.50.2006,niniwi
91.13.51,yogosem
91.13.51.2001,yogosem
91.13.51.2002,kiroma
91.13.51.2003,sogasio
91.13.51.2004,saikama
91.13.51.2005,hokolekma
91.13.51.2006,esahapuk
91.13.51.2007,mesahaput
91.13.52,kayo
91.13.52.2001,kayo
91.13.52.2002,molama
91.13.52.2003,sebu
91.13.52.2004,walet
91.13.52.2005,hombesaloma
91.13.52.2006,alhai
91.13.52.2007,uase
91.13.53,sumo
91.13.53.2001,sumo
91.13.53.2002,uam
91.13.53.2003,maku
91.13.53.2004,obokain
91.13.53.2005,jibuk
91.13.53.2006,wenapong
91.13.53.2007,muara balim
91.13.53.2008,hunisi
91.13.53.2009,boor
91.13.53.2010,wirilu
91.13.53.2011,kwiriside
91.14,kab. tolikara
91.14.01,karubaga
91.14.01.1001,karubaga
91.14.01.2010,kogimagi
91.14.01.2012,muara
91.14.01.2039,ampera
91.14.01.2054,elsadai
91.14.01.2055,ebenhaiser
91.14.01.2056,kolilan
91.14.01.2058,kuloname
91.14.01.2059,lirak
91.14.01.2060,kimobur
91.14.01.2061,kuragepura
91.14.01.2062,kiranage
91.14.01.2064,luwik
91.14.01.2067,gininggadonak
91.14.01.2068,danggulurik
91.14.01.2069,gurikme
91.14.01.2070,molera
91.14.01.2071,nalorini
91.14.01.2072,beleme
91.14.01.2073,gurikagewa
91.14.01.2074,pulanggun
91.14.01.2075,yalikaluk
91.14.01.2076,losmen
91.14.02,bokondini
91.14.02.1001,bokondini
91.14.02.2006,mairini
91.14.02.2007,apiam
91.14.02.2008,umaga
91.14.02.2015,galala
91.14.02.2016,mingganggo
91.14.02.2022,tenggagama
91.14.02.2035,kologume
91.14.02.2036,lambogo
91.14.02.2039,jawalane
91.14.02.2041,dunduma
91.14.03,kanggime
91.14.03.1001,kanggime
91.14.03.2014,marlo
91.14.03.2015,logon
91.14.03.2018,aulani
91.14.03.2029,ligiibak
91.14.03.2043,kerena
91.14.03.2045,purugi
91.14.03.2051,lawor
91.14.03.2053,kagimaluk
91.14.03.2054,dundu
91.14.04,kembu
91.14.04.1001,kembu
91.14.04.2010,mamit
91.14.04.2019,yowo
91.14.04.2026,nugari
91.14.04.2033,kobon
91.14.04.2035,kabori
91.14.04.2038,genani
91.14.04.2039,wulinaga
91.14.04.2041,aworera
91.14.04.2043,agimdek
91.14.04.2044,tioga
91.14.05,goyage
91.14.05.2001,goyage
91.14.05.2003,yemarima
91.14.05.2004,tigikun
91.14.05.2007,dugi
91.14.05.2008,doge
91.14.05.2018,benari
91.14.05.2019,wijamurik
91.14.05.2021,woji
91.14.05.2022,mampulaga
91.14.05.2023,tidur mabuk
91.14.05.2024,bini
91.14.05.2025,didelonik
91.14.05.2026,kumbu
91.14.05.2027,peko
91.14.05.2028,tiri
91.14.05.2029,tigir
91.14.05.2030,bopa
91.14.05.2031,angkasa
91.14.05.2032,gilok
91.14.06,wunim
91.14.06.2001,wurineri
91.14.06.2003,pokegi
91.14.06.2004,arombok
91.14.06.2011,enanagi
91.14.06.2015,pindak
91.14.06.2016,gilopaga
91.14.06.2019,keribaga
91.14.06.2021,wona
91.14.06.2022,numbuboton
91.14.07,wina
91.14.07.2003,wina
91.14.07.2004,gualo
91.14.07.2006,bimbogul
91.14.07.2014,yugumengga
91.14.07.2015,wariru
91.14.07.2016,yugubuk
91.14.07.2017,akima
91.14.07.2018,malela
91.14.07.2019,nakwil
91.14.07.2020,finai
91.14.07.2021,holandia
91.14.07.2022,tawi
91.14.07.2024,yogweme
91.14.08,umagi
91.14.08.2001,umagi
91.14.08.2003,yali
91.14.08.2004,nambu
91.14.08.2005,nolopur
91.14.08.2007,yaleme
91.14.08.2010,gatini
91.14.08.2012,mino
91.14.08.2013,gurin
91.14.08.2017,piriluk
91.14.08.2021,pagongga
91.14.08.2022,warna
91.14.08.2023,popaga
91.14.09,panaga
91.14.09.2001,panaga
91.14.09.2004,ibunuh
91.14.09.2010,saksi maler
91.14.09.2011,kutiom
91.14.09.2014,eragani
91.14.09.2015,pindanggun
91.14.09.2016,siak
91.14.09.2017,yandono
91.14.09.2019,paido
91.14.10,woniki
91.14.10.2003,lugwi
91.14.10.2004,yaliwak
91.14.10.2010,teropme
91.14.10.2013,yigonime
91.14.10.2017,mome
91.14.10.2020,bugum
91.14.10.2027,pagona
91.14.10.2029,wunabu
91.14.10.2030,wilileme
91.14.10.2031,yangguni
